client_id,sex,birth,age,s_idclient
c_4672,m,1987.0,35.0,c
c_7532,f,1973.0,49.0,c
c_702,m,1941.0,81.0,c
c_313,f,1987.0,35.0,c
c_2689,m,1970.0,52.0,c
c_571,f,1984.0,38.0,c
c_4567,m,2004.0,18.0,c
c_3802,m,1979.0,43.0,c
c_3322,f,2000.0,22.0,c
c_5474,f,1993.0,29.0,c
c_8567,m,2003.0,19.0,c
c_548,m,1950.0,72.0,c
c_694,m,1995.0,27.0,c
c_1040,m,1978.0,44.0,c
c_6140,m,1993.0,29.0,c
c_8491,f,1970.0,52.0,c
c_2834,m,1985.0,37.0,c
c_5518,m,2003.0,19.0,c
c_1480,f,1992.0,30.0,c
c_502,m,1987.0,35.0,c
c_2524,f,1973.0,49.0,c
c_2102,f,1961.0,61.0,c
c_1887,f,1988.0,34.0,c
c_3362,f,1982.0,40.0,c
c_236,m,1977.0,45.0,c
c_7335,m,1982.0,40.0,c
c_405,m,1994.0,28.0,c
c_1651,m,2001.0,21.0,c
c_6128,m,1986.0,36.0,c
c_2075,f,1988.0,34.0,c
c_4881,f,1963.0,59.0,c
c_8599,f,2002.0,20.0,c
c_769,m,1985.0,37.0,c
c_1312,f,1967.0,55.0,c
c_4584,m,1976.0,46.0,c
c_4316,f,1974.0,48.0,c
c_2772,m,1941.0,81.0,c
c_348,m,1984.0,38.0,c
c_5382,f,1995.0,27.0,c
c_1427,f,1979.0,43.0,c
c_7616,m,1993.0,29.0,c
c_6438,m,2004.0,18.0,c
c_2199,f,1998.0,24.0,c
c_572,m,1974.0,48.0,c
c_6334,m,1980.0,42.0,c
c_4647,m,1989.0,33.0,c
c_154,m,1997.0,25.0,c
c_265,f,1979.0,43.0,c
c_821,f,1993.0,29.0,c
c_161,f,1983.0,39.0,c
c_7859,m,1969.0,53.0,c
c_1504,f,1972.0,50.0,c
c_7898,f,1996.0,26.0,c
c_6684,f,1961.0,61.0,c
c_5824,f,1996.0,26.0,c
c_7244,f,1978.0,44.0,c
c_4043,f,1985.0,37.0,c
c_2029,m,1976.0,46.0,c
c_3752,m,1945.0,77.0,c
c_3239,f,1984.0,38.0,c
c_2788,f,1983.0,39.0,c
c_8117,m,2000.0,22.0,c
c_464,f,1971.0,51.0,c
c_7027,f,1981.0,41.0,c
c_6912,f,1949.0,73.0,c
c_7390,f,2003.0,19.0,c
c_2614,m,1949.0,73.0,c
c_786,f,1972.0,50.0,c
c_5970,f,1981.0,41.0,c
c_309,f,1957.0,65.0,c
c_7230,f,1992.0,30.0,c
c_8177,m,1984.0,38.0,c
c_568,m,1995.0,27.0,c
c_5834,f,1959.0,63.0,c
c_4936,f,1951.0,71.0,c
c_7325,f,1979.0,43.0,c
c_2194,m,1951.0,71.0,c
c_338,f,1945.0,77.0,c
c_8580,f,1970.0,52.0,c
c_1891,f,1973.0,49.0,c
c_4213,f,1996.0,26.0,c
c_1131,m,2004.0,18.0,c
c_7013,f,2004.0,18.0,c
c_413,f,1986.0,36.0,c
c_1882,m,1983.0,39.0,c
c_7863,m,2000.0,22.0,c
c_1735,m,1953.0,69.0,c
c_1957,m,1995.0,27.0,c
c_4839,f,1938.0,84.0,c
c_8072,m,1993.0,29.0,c
c_1904,f,1955.0,67.0,c
c_3278,f,1984.0,38.0,c
c_5310,m,1984.0,38.0,c
c_4909,f,1964.0,58.0,c
c_862,f,1956.0,66.0,c
c_2417,m,1970.0,52.0,c
c_6444,m,1980.0,42.0,c
c_991,m,1978.0,44.0,c
c_5384,f,2001.0,21.0,c
c_5564,f,1965.0,57.0,c
c_4071,m,1973.0,49.0,c
c_3412,f,2003.0,19.0,c
c_4144,f,1998.0,24.0,c
c_1633,m,1945.0,77.0,c
c_6250,f,1969.0,53.0,c
c_4577,m,1977.0,45.0,c
c_203,f,1965.0,57.0,c
c_8155,f,1996.0,26.0,c
c_5134,f,1982.0,40.0,c
c_4837,m,1986.0,36.0,c
c_2220,m,1990.0,32.0,c
c_6604,f,1976.0,46.0,c
c_6472,f,1989.0,33.0,c
c_291,f,1980.0,42.0,c
c_744,f,1991.0,31.0,c
c_937,f,1971.0,51.0,c
c_3728,f,1977.0,45.0,c
c_5341,f,1996.0,26.0,c
c_2844,f,2004.0,18.0,c
c_844,m,1939.0,83.0,c
c_2632,f,1976.0,46.0,c
c_7769,f,1980.0,42.0,c
c_794,f,1974.0,48.0,c
c_2364,f,2000.0,22.0,c
c_4432,f,1980.0,42.0,c
c_6447,m,2001.0,21.0,c
c_5545,f,1982.0,40.0,c
c_8254,f,1950.0,72.0,c
c_3269,f,1992.0,30.0,c
c_6746,f,1971.0,51.0,c
c_2728,f,1979.0,43.0,c
c_2254,m,1998.0,24.0,c
c_4517,f,1995.0,27.0,c
c_3912,f,1983.0,39.0,c
c_1888,m,1947.0,75.0,c
c_5652,f,1967.0,55.0,c
c_8323,f,1996.0,26.0,c
c_8239,m,1997.0,25.0,c
c_6645,m,1992.0,30.0,c
c_2533,f,1972.0,50.0,c
c_960,m,1947.0,75.0,c
c_2301,m,1975.0,47.0,c
c_5900,f,2003.0,19.0,c
c_514,m,1986.0,36.0,c
c_6254,f,1966.0,56.0,c
c_2576,m,1970.0,52.0,c
c_8189,f,1973.0,49.0,c
c_756,f,2003.0,19.0,c
c_2970,m,1947.0,75.0,c
c_6603,f,1974.0,48.0,c
c_6707,f,1962.0,60.0,c
c_1544,f,1977.0,45.0,c
c_4319,m,1955.0,67.0,c
c_6417,m,1981.0,41.0,c
c_3511,f,1957.0,65.0,c
c_1167,f,1977.0,45.0,c
c_4278,m,1992.0,30.0,c
c_3231,f,1999.0,23.0,c
c_6958,f,1968.0,54.0,c
c_5867,m,1987.0,35.0,c
c_1763,f,1992.0,30.0,c
c_174,m,1991.0,31.0,c
c_4268,f,1982.0,40.0,c
c_7333,m,1965.0,57.0,c
c_2337,m,1950.0,72.0,c
c_6079,f,2000.0,22.0,c
c_49,m,1971.0,51.0,c
c_3448,m,1975.0,47.0,c
c_387,f,1988.0,34.0,c
c_1753,m,1994.0,28.0,c
c_451,m,1972.0,50.0,c
c_2444,m,1996.0,26.0,c
c_5364,f,2002.0,20.0,c
c_1683,f,1991.0,31.0,c
c_6555,m,1994.0,28.0,c
c_791,m,1989.0,33.0,c
c_7631,f,1994.0,28.0,c
c_4209,f,1974.0,48.0,c
c_4140,f,1958.0,64.0,c
c_1913,f,1942.0,80.0,c
c_3801,f,1956.0,66.0,c
c_6415,m,1957.0,65.0,c
c_6983,m,1989.0,33.0,c
c_4457,f,1980.0,42.0,c
c_6661,f,1954.0,68.0,c
c_6448,m,1975.0,47.0,c
c_4080,f,1972.0,50.0,c
c_7395,m,1996.0,26.0,c
c_3117,f,1972.0,50.0,c
c_8492,f,1952.0,70.0,c
c_1386,m,1957.0,65.0,c
c_6027,f,1976.0,46.0,c
c_3640,m,1975.0,47.0,c
c_264,f,1982.0,40.0,c
c_8036,m,1958.0,64.0,c
c_6392,f,1975.0,47.0,c
c_6004,m,1965.0,57.0,c
c_2288,m,1979.0,43.0,c
c_5818,f,1978.0,44.0,c
c_6386,f,1985.0,37.0,c
c_622,f,1988.0,34.0,c
c_3976,f,1992.0,30.0,c
c_1121,m,1961.0,61.0,c
c_3855,m,1963.0,59.0,c
c_8570,f,1957.0,65.0,c
c_6560,f,2003.0,19.0,c
c_8485,m,1959.0,63.0,c
c_4463,m,1992.0,30.0,c
c_1988,m,1977.0,45.0,c
c_5838,f,1954.0,68.0,c
c_210,m,1971.0,51.0,c
c_6505,f,1963.0,59.0,c
c_3741,f,1977.0,45.0,c
c_5882,f,1976.0,46.0,c
c_224,f,1996.0,26.0,c
c_5621,m,1990.0,32.0,c
c_4198,m,1976.0,46.0,c
c_8209,m,1942.0,80.0,c
c_7490,f,1992.0,30.0,c
c_3759,m,1970.0,52.0,c
c_238,f,1989.0,33.0,c
c_5509,m,2000.0,22.0,c
c_437,f,1968.0,54.0,c
c_7060,m,1961.0,61.0,c
c_1187,f,2002.0,20.0,c
c_1971,f,2000.0,22.0,c
c_6434,f,2004.0,18.0,c
c_4678,f,1986.0,36.0,c
c_2873,f,1987.0,35.0,c
c_7806,f,1994.0,28.0,c
c_736,f,1977.0,45.0,c
c_1816,m,1968.0,54.0,c
c_4520,m,1955.0,67.0,c
c_2536,f,1957.0,65.0,c
c_5525,m,1959.0,63.0,c
c_6426,m,1971.0,51.0,c
c_5998,m,1953.0,69.0,c
c_3217,m,1970.0,52.0,c
c_5994,m,2004.0,18.0,c
c_5874,f,1963.0,59.0,c
c_3699,m,1987.0,35.0,c
c_3035,m,1964.0,58.0,c
c_5581,f,1956.0,66.0,c
c_4664,m,1972.0,50.0,c
c_7137,f,1980.0,42.0,c
c_5980,m,2004.0,18.0,c
c_340,m,2004.0,18.0,c
c_2569,f,1986.0,36.0,c
c_3384,f,1973.0,49.0,c
c_4116,m,1978.0,44.0,c
c_6262,f,1972.0,50.0,c
c_7907,f,1975.0,47.0,c
c_5418,f,1933.0,89.0,c
c_5241,f,1952.0,70.0,c
c_3513,f,1986.0,36.0,c
c_4054,m,1965.0,57.0,c
c_1226,f,1992.0,30.0,c
c_3657,f,1952.0,70.0,c
c_168,m,1989.0,33.0,c
c_795,f,1979.0,43.0,c
c_8319,f,1979.0,43.0,c
c_5216,m,1971.0,51.0,c
c_687,f,1968.0,54.0,c
c_35,f,1952.0,70.0,c
c_4593,m,1980.0,42.0,c
c_3919,m,1968.0,54.0,c
c_586,m,1990.0,32.0,c
c_2933,m,1962.0,60.0,c
c_7825,m,1997.0,25.0,c
c_8193,m,1992.0,30.0,c
c_5958,m,2000.0,22.0,c
c_3391,f,1990.0,32.0,c
c_4168,f,1946.0,76.0,c
c_7484,m,1984.0,38.0,c
c_7601,f,1977.0,45.0,c
c_932,m,1973.0,49.0,c
c_5702,m,1988.0,34.0,c
c_5045,f,1949.0,73.0,c
c_1530,m,2002.0,20.0,c
c_8107,m,1969.0,53.0,c
c_6358,m,1976.0,46.0,c
c_5040,m,1991.0,31.0,c
c_7673,f,1955.0,67.0,c
c_5132,f,1992.0,30.0,c
c_4948,m,1944.0,78.0,c
c_5560,m,1986.0,36.0,c
c_7754,f,2004.0,18.0,c
c_6159,m,1958.0,64.0,c
c_7878,m,1989.0,33.0,c
c_2565,f,1960.0,62.0,c
c_5565,f,1951.0,71.0,c
c_3968,m,1942.0,80.0,c
c_5332,f,1971.0,51.0,c
c_5989,m,1971.0,51.0,c
c_5202,f,1937.0,85.0,c
c_8312,f,1971.0,51.0,c
c_1393,f,1995.0,27.0,c
c_1246,m,2000.0,22.0,c
c_440,f,1968.0,54.0,c
c_6062,f,1980.0,42.0,c
c_2348,m,1974.0,48.0,c
c_5510,f,1941.0,81.0,c
c_1546,f,1960.0,62.0,c
c_1509,m,1994.0,28.0,c
c_3124,m,1983.0,39.0,c
c_1257,m,1977.0,45.0,c
c_8618,f,1996.0,26.0,c
c_1490,m,1969.0,53.0,c
c_5362,f,1980.0,42.0,c
c_5847,m,1982.0,40.0,c
c_5399,f,1952.0,70.0,c
c_8345,f,1993.0,29.0,c
c_7662,m,1944.0,78.0,c
c_1678,m,1980.0,42.0,c
c_6054,m,1949.0,73.0,c
c_6650,m,1979.0,43.0,c
c_6178,f,1968.0,54.0,c
c_7798,m,1981.0,41.0,c
c_2096,f,1954.0,68.0,c
c_6001,f,1993.0,29.0,c
c_5954,m,1942.0,80.0,c
c_4025,m,2004.0,18.0,c
c_6255,m,1973.0,49.0,c
c_3319,f,1948.0,74.0,c
c_7406,m,1988.0,34.0,c
c_1079,f,1983.0,39.0,c
c_5416,f,1970.0,52.0,c
c_297,m,2002.0,20.0,c
c_5375,f,1978.0,44.0,c
c_7202,f,2004.0,18.0,c
c_6371,f,1991.0,31.0,c
c_5547,f,1935.0,87.0,c
c_7016,m,1982.0,40.0,c
c_4601,f,1974.0,48.0,c
c_5010,f,2004.0,18.0,c
c_5532,m,1953.0,69.0,c
c_3181,m,1996.0,26.0,c
c_7584,f,1960.0,62.0,c
c_5424,m,1971.0,51.0,c
c_4788,m,1984.0,38.0,c
c_6891,m,1994.0,28.0,c
c_4724,m,1982.0,40.0,c
c_1010,m,1994.0,28.0,c
c_106,f,1967.0,55.0,c
c_146,f,1967.0,55.0,c
c_7092,f,1985.0,37.0,c
c_618,m,1968.0,54.0,c
c_6410,f,1975.0,47.0,c
c_8512,m,1966.0,56.0,c
c_6093,f,1953.0,69.0,c
c_1412,f,1993.0,29.0,c
c_4789,m,1967.0,55.0,c
c_6837,f,1995.0,27.0,c
c_6784,f,1991.0,31.0,c
c_7905,f,2002.0,20.0,c
c_3414,f,2000.0,22.0,c
c_2277,m,1985.0,37.0,c
c_3966,f,1996.0,26.0,c
c_2092,f,1983.0,39.0,c
c_592,f,1982.0,40.0,c
c_2062,f,1977.0,45.0,c
c_1283,f,1995.0,27.0,c
c_3809,f,1994.0,28.0,c
c_7374,m,1978.0,44.0,c
c_917,f,2004.0,18.0,c
c_7779,m,1983.0,39.0,c
c_3220,m,1979.0,43.0,c
c_1645,f,1967.0,55.0,c
c_3866,m,1965.0,57.0,c
c_8008,f,2004.0,18.0,c
c_7422,f,1976.0,46.0,c
c_1158,f,1992.0,30.0,c
c_5879,f,1987.0,35.0,c
c_5470,m,1995.0,27.0,c
c_1168,m,1989.0,33.0,c
c_8128,f,1950.0,72.0,c
c_5947,m,1958.0,64.0,c
c_6533,f,1981.0,41.0,c
c_511,m,2004.0,18.0,c
c_6606,m,1978.0,44.0,c
c_4133,f,1959.0,63.0,c
c_5136,f,1958.0,64.0,c
c_2470,f,1954.0,68.0,c
c_3110,f,1977.0,45.0,c
c_4113,m,2002.0,20.0,c
c_590,f,1984.0,38.0,c
c_7892,m,1965.0,57.0,c
c_1765,m,1980.0,42.0,c
c_4435,m,1967.0,55.0,c
c_5553,m,1994.0,28.0,c
c_5856,f,1966.0,56.0,c
c_2173,m,1956.0,66.0,c
c_4225,m,1992.0,30.0,c
c_3174,m,2001.0,21.0,c
c_2334,f,1967.0,55.0,c
c_6518,m,1972.0,50.0,c
c_2786,f,1974.0,48.0,c
c_2153,m,1978.0,44.0,c
c_2094,f,1987.0,35.0,c
c_136,f,1965.0,57.0,c
c_535,f,2004.0,18.0,c
c_6436,m,1995.0,27.0,c
c_6427,m,1992.0,30.0,c
c_10,m,1956.0,66.0,c
c_2391,f,2002.0,20.0,c
c_2298,m,1972.0,50.0,c
c_8569,m,1997.0,25.0,c
c_7064,m,1978.0,44.0,c
c_6696,m,2004.0,18.0,c
c_3168,f,1964.0,58.0,c
c_7219,f,1966.0,56.0,c
c_2013,m,1967.0,55.0,c
c_1618,m,1956.0,66.0,c
c_8139,f,1954.0,68.0,c
c_7854,m,1988.0,34.0,c
c_1613,m,1981.0,41.0,c
c_4335,m,1959.0,63.0,c
c_5513,f,1956.0,66.0,c
c_4744,m,1996.0,26.0,c
c_2486,m,1966.0,56.0,c
c_3998,f,1952.0,70.0,c
c_5665,m,1988.0,34.0,c
c_5391,f,1970.0,52.0,c
c_562,m,1974.0,48.0,c
c_2454,f,1970.0,52.0,c
c_693,m,1971.0,51.0,c
c_2395,m,2002.0,20.0,c
c_7630,f,1950.0,72.0,c
c_5318,f,1940.0,82.0,c
c_4911,m,2001.0,21.0,c
c_1144,m,1975.0,47.0,c
c_5251,f,1945.0,77.0,c
c_843,f,1968.0,54.0,c
c_3497,m,2002.0,20.0,c
c_2558,m,1973.0,49.0,c
c_3077,f,1978.0,44.0,c
c_4655,f,1948.0,74.0,c
c_54,f,1986.0,36.0,c
c_357,m,2004.0,18.0,c
c_6224,m,2003.0,19.0,c
c_5160,m,1996.0,26.0,c
c_3300,f,1984.0,38.0,c
c_428,f,1982.0,40.0,c
c_6662,f,2000.0,22.0,c
c_7318,m,1964.0,58.0,c
c_6226,f,1979.0,43.0,c
c_6048,m,1986.0,36.0,c
c_2429,m,1982.0,40.0,c
c_2335,f,1996.0,26.0,c
c_7460,f,1974.0,48.0,c
c_2596,f,1985.0,37.0,c
c_2169,f,2003.0,19.0,c
c_2090,m,2004.0,18.0,c
c_7074,f,1995.0,27.0,c
c_8566,m,1964.0,58.0,c
c_5934,m,1993.0,29.0,c
c_1154,f,1986.0,36.0,c
c_1535,f,1990.0,32.0,c
c_2055,f,1950.0,72.0,c
c_3204,f,2001.0,21.0,c
c_3467,m,2004.0,18.0,c
c_8010,m,1944.0,78.0,c
c_2499,m,2004.0,18.0,c
c_421,m,1981.0,41.0,c
c_7205,m,1971.0,51.0,c
c_1568,f,1957.0,65.0,c
c_1311,m,1985.0,37.0,c
c_3304,f,1989.0,33.0,c
c_3053,f,1993.0,29.0,c
c_2578,f,1961.0,61.0,c
c_6325,m,2002.0,20.0,c
c_2779,f,1955.0,67.0,c
c_7210,f,1969.0,53.0,c
c_967,m,1964.0,58.0,c
c_1149,f,2000.0,22.0,c
c_2036,f,1946.0,76.0,c
c_299,f,1992.0,30.0,c
c_5721,m,2002.0,20.0,c
c_2830,m,1959.0,63.0,c
c_7096,f,1967.0,55.0,c
c_8210,m,1933.0,89.0,c
c_3666,m,1998.0,24.0,c
c_3446,m,2004.0,18.0,c
c_1738,f,1997.0,25.0,c
c_3459,f,1934.0,88.0,c
c_2065,m,1991.0,31.0,c
c_1951,f,1982.0,40.0,c
c_7888,f,1998.0,24.0,c
c_3059,f,1963.0,59.0,c
c_6394,m,2004.0,18.0,c
c_1471,m,1967.0,55.0,c
c_6709,m,1970.0,52.0,c
c_5277,m,1976.0,46.0,c
c_2818,f,1997.0,25.0,c
c_5446,f,1956.0,66.0,c
c_1945,m,1971.0,51.0,c
c_1532,f,1966.0,56.0,c
c_1436,f,1974.0,48.0,c
c_167,f,1956.0,66.0,c
c_1760,f,1986.0,36.0,c
c_8462,f,1990.0,32.0,c
c_2724,f,1978.0,44.0,c
c_4008,f,2001.0,21.0,c
c_864,f,1994.0,28.0,c
c_2164,f,1972.0,50.0,c
c_7309,m,2001.0,21.0,c
c_5943,f,1960.0,62.0,c
c_5306,f,2003.0,19.0,c
c_6938,f,1988.0,34.0,c
c_5649,f,2004.0,18.0,c
c_441,f,1972.0,50.0,c
c_2564,m,1960.0,62.0,c
c_4907,m,1996.0,26.0,c
c_995,m,1955.0,67.0,c
c_2845,f,2004.0,18.0,c
c_2822,m,1952.0,70.0,c
c_6591,f,1971.0,51.0,c
c_4049,f,1970.0,52.0,c
c_7217,f,1976.0,46.0,c
c_8495,m,1985.0,37.0,c
c_7088,m,1987.0,35.0,c
c_5001,f,1957.0,65.0,c
c_6679,f,1997.0,25.0,c
c_1630,f,1951.0,71.0,c
c_4123,f,1959.0,63.0,c
c_4533,m,1954.0,68.0,c
c_6596,f,1965.0,57.0,c
c_6108,m,1982.0,40.0,c
c_1893,m,1977.0,45.0,c
c_8006,f,1989.0,33.0,c
c_6776,f,1950.0,72.0,c
c_829,m,1986.0,36.0,c
c_7815,f,1992.0,30.0,c
c_7596,m,1993.0,29.0,c
c_6293,m,1944.0,78.0,c
c_2450,f,1976.0,46.0,c
c_5449,m,1984.0,38.0,c
c_7183,m,1983.0,39.0,c
c_376,f,1966.0,56.0,c
c_3313,m,2000.0,22.0,c
c_3314,f,1965.0,57.0,c
c_569,f,1994.0,28.0,c
c_2064,f,1946.0,76.0,c
c_5276,m,1970.0,52.0,c
c_4462,f,1966.0,56.0,c
c_4253,f,1991.0,31.0,c
c_7678,f,2004.0,18.0,c
c_7194,f,1988.0,34.0,c
c_4404,m,1975.0,47.0,c
c_4536,f,2003.0,19.0,c
c_1117,f,1992.0,30.0,c
c_7044,f,1941.0,81.0,c
c_5611,m,1985.0,37.0,c
c_5480,f,1979.0,43.0,c
c_453,m,1994.0,28.0,c
c_7778,m,1958.0,64.0,c
c_926,m,1939.0,83.0,c
c_1406,f,1971.0,51.0,c
c_3729,f,1972.0,50.0,c
c_7235,f,1975.0,47.0,c
c_4434,f,1986.0,36.0,c
c_6773,f,1959.0,63.0,c
c_557,m,1978.0,44.0,c
c_6414,f,1974.0,48.0,c
c_4962,f,1974.0,48.0,c
c_6970,f,1962.0,60.0,c
c_900,m,1980.0,42.0,c
c_7545,m,1956.0,66.0,c
c_5975,m,1979.0,43.0,c
c_290,m,1985.0,37.0,c
c_6599,f,1980.0,42.0,c
c_713,f,2004.0,18.0,c
c_5359,f,1982.0,40.0,c
c_5374,m,1997.0,25.0,c
c_4114,f,1986.0,36.0,c
c_805,m,1994.0,28.0,c
c_2938,f,1967.0,55.0,c
c_1805,f,1995.0,27.0,c
c_5112,m,1999.0,23.0,c
c_7574,m,1986.0,36.0,c
c_1636,m,1989.0,33.0,c
c_3293,m,1975.0,47.0,c
c_7459,m,1957.0,65.0,c
c_433,m,1956.0,66.0,c
c_1109,f,1998.0,24.0,c
c_6160,f,1974.0,48.0,c
c_2852,m,1954.0,68.0,c
c_8245,f,2004.0,18.0,c
c_4424,m,1987.0,35.0,c
c_4620,m,1994.0,28.0,c
c_676,m,1971.0,51.0,c
c_2397,f,1988.0,34.0,c
c_7055,m,1977.0,45.0,c
c_3425,m,2004.0,18.0,c
c_8542,m,1997.0,25.0,c
c_5772,m,1975.0,47.0,c
c_7473,f,1936.0,86.0,c
c_8605,m,1979.0,43.0,c
c_8387,f,1956.0,66.0,c
c_5221,f,1977.0,45.0,c
c_5460,m,1952.0,70.0,c
c_7436,f,1973.0,49.0,c
c_3650,f,1996.0,26.0,c
c_6363,f,1964.0,58.0,c
c_6181,f,1963.0,59.0,c
c_2060,f,1966.0,56.0,c
c_6480,m,1991.0,31.0,c
c_8342,f,1978.0,44.0,c
c_5739,m,1993.0,29.0,c
c_6517,m,1961.0,61.0,c
c_4687,m,1999.0,23.0,c
c_7534,m,1992.0,30.0,c
c_6347,m,1986.0,36.0,c
c_1060,f,1973.0,49.0,c
c_6291,f,1980.0,42.0,c
c_3346,f,1983.0,39.0,c
c_7307,m,1993.0,29.0,c
c_3806,f,1962.0,60.0,c
c_5871,m,1997.0,25.0,c
c_3,m,1979.0,43.0,c
c_1507,m,1971.0,51.0,c
c_812,m,1986.0,36.0,c
c_3382,m,1958.0,64.0,c
c_3646,m,1976.0,46.0,c
c_1811,f,1991.0,31.0,c
c_4602,m,1957.0,65.0,c
c_1247,f,1981.0,41.0,c
c_5618,f,1953.0,69.0,c
c_5687,m,1942.0,80.0,c
c_143,m,1975.0,47.0,c
c_2080,m,2004.0,18.0,c
c_2932,m,1998.0,24.0,c
c_115,f,1979.0,43.0,c
c_1892,f,1974.0,48.0,c
c_7904,m,2002.0,20.0,c
c_3108,m,1956.0,66.0,c
c_1591,f,1938.0,84.0,c
c_118,f,1973.0,49.0,c
c_5271,m,1969.0,53.0,c
c_1695,f,1964.0,58.0,c
c_3936,f,2002.0,20.0,c
c_449,f,1984.0,38.0,c
c_4975,m,1982.0,40.0,c
c_520,f,1996.0,26.0,c
c_2659,f,2004.0,18.0,c
c_5428,m,1980.0,42.0,c
c_3049,m,1968.0,54.0,c
c_4698,f,1974.0,48.0,c
c_1684,f,1992.0,30.0,c
c_3018,f,1968.0,54.0,c
c_5340,f,1986.0,36.0,c
c_5859,f,1980.0,42.0,c
c_7688,m,1997.0,25.0,c
c_4716,f,2004.0,18.0,c
c_6239,f,1993.0,29.0,c
c_2330,m,1979.0,43.0,c
c_255,m,1984.0,38.0,c
c_4726,m,1986.0,36.0,c
c_2677,f,1976.0,46.0,c
c_5051,m,1972.0,50.0,c
c_6823,m,1958.0,64.0,c
c_773,m,1999.0,23.0,c
c_1986,m,1984.0,38.0,c
c_4470,m,1966.0,56.0,c
c_656,f,1983.0,39.0,c
c_8597,m,1996.0,26.0,c
c_1244,f,1992.0,30.0,c
c_6408,m,1994.0,28.0,c
c_6688,m,1972.0,50.0,c
c_4103,f,1980.0,42.0,c
c_1610,f,1989.0,33.0,c
c_965,f,1970.0,52.0,c
c_6926,m,1988.0,34.0,c
c_919,m,1964.0,58.0,c
c_1965,f,1967.0,55.0,c
c_4557,m,1983.0,39.0,c
c_2031,m,1979.0,43.0,c
c_328,f,1980.0,42.0,c
c_369,m,1959.0,63.0,c
c_3992,f,2004.0,18.0,c
c_6352,m,1987.0,35.0,c
c_7808,m,1977.0,45.0,c
c_8259,f,2004.0,18.0,c
c_4009,f,1996.0,26.0,c
c_8528,f,1973.0,49.0,c
c_6230,f,1964.0,58.0,c
c_7463,f,1959.0,63.0,c
c_5512,m,1936.0,86.0,c
c_4038,f,1979.0,43.0,c
c_2082,m,2003.0,19.0,c
c_8197,m,1986.0,36.0,c
c_4408,m,1982.0,40.0,c
c_3593,f,1951.0,71.0,c
c_4946,f,1970.0,52.0,c
c_6888,m,1980.0,42.0,c
c_220,m,1960.0,62.0,c
c_6206,f,1997.0,25.0,c
c_273,m,1966.0,56.0,c
c_2243,m,1958.0,64.0,c
c_3036,m,1962.0,60.0,c
c_3164,m,1978.0,44.0,c
c_5377,f,1986.0,36.0,c
c_5686,f,1999.0,23.0,c
c_6838,m,1962.0,60.0,c
c_3702,m,1949.0,73.0,c
c_6695,f,1980.0,42.0,c
c_5468,f,1992.0,30.0,c
c_7417,f,1972.0,50.0,c
c_2048,m,1987.0,35.0,c
c_5600,m,1988.0,34.0,c
c_4290,m,1970.0,52.0,c
c_3775,m,1979.0,43.0,c
c_2387,f,1972.0,50.0,c
c_8389,m,2004.0,18.0,c
c_3407,m,2000.0,22.0,c
c_3349,f,1941.0,81.0,c
c_719,f,2004.0,18.0,c
c_7492,f,1994.0,28.0,c
c_3616,f,1961.0,61.0,c
c_8442,m,1980.0,42.0,c
c_7626,f,1998.0,24.0,c
c_446,f,1982.0,40.0,c
c_8119,f,1969.0,53.0,c
c_5073,m,1969.0,53.0,c
c_20,f,1994.0,28.0,c
c_2965,f,1955.0,67.0,c
c_3165,f,1995.0,27.0,c
c_3896,f,1977.0,45.0,c
c_1328,m,1980.0,42.0,c
c_3785,m,1951.0,71.0,c
c_4027,m,1985.0,37.0,c
c_4733,f,1949.0,73.0,c
c_1734,f,1980.0,42.0,c
c_6832,f,1996.0,26.0,c
c_2566,f,1971.0,51.0,c
c_341,m,1973.0,49.0,c
c_347,m,1950.0,72.0,c
c_6219,f,1956.0,66.0,c
c_1696,f,1987.0,35.0,c
c_5186,m,1997.0,25.0,c
c_2267,f,1977.0,45.0,c
c_6021,m,1987.0,35.0,c
c_3199,f,1943.0,79.0,c
c_4902,m,1963.0,59.0,c
c_3979,f,1979.0,43.0,c
c_3960,f,1987.0,35.0,c
c_5453,m,1990.0,32.0,c
c_8266,f,1949.0,73.0,c
c_2774,m,1964.0,58.0,c
c_3846,m,1991.0,31.0,c
c_8502,f,1975.0,47.0,c
c_1755,m,1954.0,68.0,c
c_3175,m,1972.0,50.0,c
c_3236,f,1967.0,55.0,c
c_3356,m,1999.0,23.0,c
c_4445,m,1991.0,31.0,c
c_4247,f,1999.0,23.0,c
c_7467,m,2000.0,22.0,c
c_4815,m,1960.0,62.0,c
c_6459,m,1984.0,38.0,c
c_935,f,2004.0,18.0,c
c_7566,m,1971.0,51.0,c
c_7537,f,1994.0,28.0,c
c_2227,m,1986.0,36.0,c
c_523,f,1938.0,84.0,c
c_4780,f,1954.0,68.0,c
c_6523,m,1964.0,58.0,c
c_6450,f,1997.0,25.0,c
c_3781,m,1996.0,26.0,c
c_7937,m,1969.0,53.0,c
c_6873,m,1982.0,40.0,c
c_2720,m,1960.0,62.0,c
c_4384,m,1941.0,81.0,c
c_2753,m,1987.0,35.0,c
c_7338,f,1978.0,44.0,c
c_2879,m,1995.0,27.0,c
c_2814,m,1994.0,28.0,c
c_4757,m,1960.0,62.0,c
c_3136,f,1984.0,38.0,c
c_1225,f,1987.0,35.0,c
c_1145,m,1976.0,46.0,c
c_2047,f,1983.0,39.0,c
